time,canopy.ca_conc,canopy.lai,leaf.d13c,apar,A,d13c,Acg_lim,Ajg_lim,Apg_lim,cb,ci,cc,gb,gs,gi,g,rd,m,G_dir,k_dir,k_diff,k_dirprime,k_diffprime,k_vcmax,lscattering,alb_dir,alb_diff,alb_dir_can,alb_diff_can
        1961,      317.15,           5,f_d13c_lin,    828.1366,    23.30495,    24.66264,           0,    2.729802,           0,           0,    25.49663,    25.49663,         Inf,   0.5643770,         Inf,   0.5643770,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1962,      317.94,           5,f_d13c_lin,    828.1366,    23.35500,    24.66279,           0,    4.516747,           0,           0,    25.56053,    25.56053,         Inf,   0.5642007,         Inf,   0.5642007,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1963,      318.46,           5,f_d13c_lin,    828.1366,    23.38695,    24.66290,           0,    4.519532,           0,           0,    25.60263,    25.60263,         Inf,   0.5640635,         Inf,   0.5640635,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1964,      319.06,           5,f_d13c_lin,    828.1366,    23.42379,    24.66304,           0,    4.522744,           0,           0,    25.65120,    25.65120,         Inf,   0.5639049,         Inf,   0.5639049,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1965,      319.46,           5,f_d13c_lin,    828.1366,    23.44832,    24.66312,           0,    4.524880,           0,           0,    25.68359,    25.68359,         Inf,   0.5637990,         Inf,   0.5637990,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1966,      320.78,           5,f_d13c_lin,    828.1366,    23.52915,    24.66342,           0,    4.531898,           0,           0,    25.79046,    25.79046,         Inf,   0.5634486,         Inf,   0.5634486,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1967,      321.53,           5,f_d13c_lin,    828.1366,    23.57499,    24.66359,           0,    4.535865,           0,           0,    25.85119,    25.85119,         Inf,   0.5632488,         Inf,   0.5632488,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1968,      322.39,           5,f_d13c_lin,    828.1366,    23.62746,    24.66378,           0,    4.540395,           0,           0,    25.92083,    25.92083,         Inf,   0.5630191,         Inf,   0.5630191,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1969,      323.95,           5,f_d13c_lin,    828.1366,    23.72244,    24.66413,           0,    4.548565,           0,           0,    26.04716,    26.04716,         Inf,   0.5626009,         Inf,   0.5626009,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1970,      324.98,           5,f_d13c_lin,    828.1366,    23.78499,    24.66436,           0,    4.553925,           0,           0,    26.13058,    26.13058,         Inf,   0.5623236,         Inf,   0.5623236,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1971,      325.60,           5,f_d13c_lin,    828.1366,    23.82258,    24.66450,           0,    4.557138,           0,           0,    26.18080,    26.18080,         Inf,   0.5621563,         Inf,   0.5621563,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1972,      326.71,           5,f_d13c_lin,    828.1366,    23.88978,    24.66476,           0,    4.562866,           0,           0,    26.27070,    26.27070,         Inf,   0.5618559,         Inf,   0.5618559,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1973,      328.91,           5,f_d13c_lin,    828.1366,    24.02254,    24.66526,           0,    4.574128,           0,           0,    26.44892,    26.44892,         Inf,   0.5612578,         Inf,   0.5612578,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1974,      329.39,           5,f_d13c_lin,    828.1366,    24.05144,    24.66537,           0,    4.576569,           0,           0,    26.48780,    26.48780,         Inf,   0.5611268,         Inf,   0.5611268,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1975,      330.24,           5,f_d13c_lin,    828.1366,    24.10254,    24.66557,           0,    4.580878,           0,           0,    26.55666,    26.55666,         Inf,   0.5608944,         Inf,   0.5608944,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1976,      331.14,           5,f_d13c_lin,    828.1366,    24.15656,    24.66578,           0,    4.585421,           0,           0,    26.62958,    26.62958,         Inf,   0.5606478,         Inf,   0.5606478,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1977,      332.70,           5,f_d13c_lin,    828.1366,    24.24998,    24.66614,           0,    4.593248,           0,           0,    26.75598,    26.75598,         Inf,   0.5602189,         Inf,   0.5602189,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1978,      334.57,           5,f_d13c_lin,    828.1366,    24.36160,    24.66658,           0,    4.602554,           0,           0,    26.90752,    26.90752,         Inf,   0.5597026,         Inf,   0.5597026,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1979,      335.79,           5,f_d13c_lin,    828.1366,    24.43425,    24.66687,           0,    4.608611,           0,           0,    27.00638,    27.00638,         Inf,   0.5593651,         Inf,   0.5593651,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1980,      337.75,           5,f_d13c_lin,    828.1366,    24.55056,    24.66734,           0,    4.618219,           0,           0,    27.16524,    27.16524,         Inf,   0.5588199,         Inf,   0.5588199,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1981,      339.28,           5,f_d13c_lin,    828.1366,    24.64106,    24.66770,           0,    4.625658,           0,           0,    27.28926,    27.28926,         Inf,   0.5583926,         Inf,   0.5583926,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1982,      340.47,           5,f_d13c_lin,    828.1366,    24.71127,    24.66799,           0,    4.631406,           0,           0,    27.38573,    27.38573,         Inf,   0.5580592,         Inf,   0.5580592,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1983,      342.00,           5,f_d13c_lin,    828.1366,    24.80132,    24.66836,           0,    4.638749,           0,           0,    27.50977,    27.50977,         Inf,   0.5576294,         Inf,   0.5576294,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1984,      343.46,           5,f_d13c_lin,    828.1366,    24.88701,    24.66871,           0,    4.645706,           0,           0,    27.62814,    27.62814,         Inf,   0.5572180,         Inf,   0.5572180,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1985,      344.95,           5,f_d13c_lin,    828.1366,    24.97423,    24.66907,           0,    4.652758,           0,           0,    27.74896,    27.74896,         Inf,   0.5567969,         Inf,   0.5567969,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1986,      346.28,           5,f_d13c_lin,    828.1366,    25.05187,    24.66940,           0,    4.659011,           0,           0,    27.85682,    27.85682,         Inf,   0.5564200,         Inf,   0.5564200,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1987,      348.15,           5,f_d13c_lin,    828.1366,    25.16073,    24.66986,           0,    4.667737,           0,           0,    28.00847,    28.00847,         Inf,   0.5558885,         Inf,   0.5558885,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
        1988,      350.39,           5,f_d13c_lin,    828.1366,    25.29062,    24.67041,           0,    4.678091,           0,           0,    28.19016,    28.19016,         Inf,   0.5552495,         Inf,   0.5552495,    1.658625,   0.9219544,         0.5,         0.5,   0.7853982,   0.4609772,   0.7241013,         0.2,        0.15,           0,           0,           0,           0
